"id","week","reply","tweet"
"okrpy","Week 5",NA,"moving moving moving, keep those boxes moving, Rawhide!! think i've gone delirious from moving "
"okrpy","Week 3",NA,"my last tweet got erased, it seems "
"hgIkb","Week 4",NA,"@jasmineemui, why are yu not on dailybooth  ?"
"Ccnpg","Week 1",NA,"Jogging, isnt REALLY that cool, especially if you've got a fever "
"y3OIB","Week 1",NA,"@DaniAlexLuna i can't even see it now "
"ZqgdN","Week 5","cN1ar","TODAY!!!! MMMM!!! NOTHING... "
"M5dmg","Week 1",NA,"Having a HUGE unknown man wearing just pants in the house in the morning is more than I can stand. I can't wait to move from here!! "
"HQEwD","Week 3",NA,"its amazing but i feel awful! "
"sBhUF","Week 5","sBhUF","@Iamsugarbabe where r u babe? I'm otw to other meeting "
"oP3fu","Week 3",NA,"@Jinxx_ your mean "
"ncidF","Week 6",NA,"@mtvprotege: diddy better hire us I dnt wanna do canadian reality tv anymore "
"jC4XQ","Week 3",NA,"Um.. I can't delete ftp shortcut (create by naulitus) on desktop  &quot;specified location is not supported&quot;"
"yJbRW","Week 3","mhN2G","@Lovely_London awww crap. Traveling in San diego for a wedding shower. Can't listen to blipFM on my iPhone  so how's the Zohar action?"
"SYIdt","Week 2","RjjgC","Things to be done: 1. See JB 3D Movie 2. School things (boring!) 3. Ideas to my B-Day party.. Too many things to do without Paris   Nicole"
"y3OIB","Week 1","cN1ar","Left 4 Dead 2 out in November? But I haven't even played more than an hour of the first one yet. "
"PInol","Week 2",NA,"@mystique413 ahhh cooool i just hope it isnt the end  id be upset ive even upset things about it   xx"
"SYIdt","Week 4","YMTdr","Working... slow here at T-mobile today "
"ncidF","Week 4",NA,"i didnt know tht nlt broke up "
"y1Qz7","Week 3","HQEwD","woke up to a flat bicycle tire.  Missed the downtown bus and had to walk to work. I'm tired!"
"YMTdr","Week 6",NA,"Tried some new Mexican recipe for dinner and 'twas not too shabby!  Now to get things ready for another 5am start tomorrow "
"SYIdt","Week 4",NA,"@Morticia626 we're about to board the plane to return home "
"YeSmh","Week 1",NA,"I'm gonna have a really long night! sleeping on a chair... "
"SYIdt","Week 4","Ccnpg","Got my blood results and it's as expected, Colesterol is high, 6.4 to be exact. So it's goodbye tasteful food and hello cardboard "
"yJbRW","Week 4","LJnZv","@cheapvodka Idk yet  they've given him an injection into his stomach to thin his blood and lesson the risk of a heart attack though x"
"y1Qz7","Week 3","LJnZv","Working on a Saturday. Because that's what I do when my family leaves town "
"y1Qz7","Week 3","HQEwD","@jo_santos Read that it'll run here around 29 July. Still way, way too long  #UP #Pixar"
"cN1ar","Week 3",NA,"@MTVBuzzworthy im sorry about the food poisoning.  i hope you feel better!"
"SYIdt","Week 1",NA,"@pressingbuttons there is this great senior community in my area i went to the open house but they thought i was there for my parents "
"sBhUF","Week 1",NA,"@Ri_Guy  umm i not sure how to tell on tweetdeck how many anipals i have now "
"PInol","Week 1",NA,"@otherblackstuff ....ha ha haa!! By that logic, lousy minds must think with similarity also "
"jC4XQ","Week 3",NA,"Tornado passed over my house! "
"LJnZv","Week 4",NA,"is sad he only got 51%  bagsak much? http://plurk.com/p/13xf92"
"ncidF","Week 1",NA,"@RBizzzle its so gloomy outside "
"JghbQ","Week 1","HQEwD","nevermind no bullfights...   but my queensland cought a snake and it bit her but it was NOT poisonous!! thank the all mighty lord jesus!"
"GN1BY","Week 4",NA,"I need to smoke "
"y1Qz7","Week 6","ZqgdN","@wyld0323 i knoww !! its soo lonely here "
"YeSmh","Week 1","3P9qG","My baby just went to a pool party. Isn't she a little young.  DH is going to re carpet the porch when he gets back from dropping her."
"zEUg8","Week 3",NA,"..don't know what to do!! Planned on going to work (needed to!) but i slept late.. got up late - and now it is 'too late', i think! "
"okrpy","Week 1",NA,"Time for bed - have to be up @ 2.30 am - long drive to work in morning "
"Qztmg","Week 4","mhN2G","Time for bed. Getting ready for a long day at work tomorrow "
"hgIkb","Week 4","yJbRW","@veilin, noooo,  it's those idiots who impersonated him, sigh. :\"
"ZqgdN","Week 3",NA,"DAMMNIIIIT!!! my 500 update was going to go to @Dannymcfly ....@paolagarin y @gaby196  pero se me rolo y lo olvide  lyaa :*"
"oP3fu","Week 2",NA,"Ugh. Was expecting to come home to a plate full of pierogies. This did NOT happen. Now what am I going to eat????? I'm hungry "
"yJbRW","Week 5",NA,"Is not looking forward to the incoming rain. "
"zEUg8","Week 2","yJbRW","Everyone makes mistakes but not everyone should have to know that you did "
"ncidF","Week 4",NA,"I have to sleep on my couch tonight... NEG!  hope you all sleep tight, I won't."
"HQEwD","Week 2",NA,"@darna good luck with the plants!  i tried, mine died, i gave up. "
"Qztmg","Week 1","jC4XQ","still havent got my report card yet  w8tin 4 that ipod touch"
"ncidF","Week 2",NA,"@drops_of_dmb Well i was by the busses but i was above them.. you couldnt walk down. Fonz came out and talked to us.. didnt get autograph "
"oP3fu","Week 3",NA,"Grr not down to go to school today "
"SYIdt","Week 2",NA,"not allowed 2 go 2 movies cuz iv gotta babysit little brother "
"y3OIB","Week 6",NA,"@atlhustlerclub i'm missing the catch-up night! "
"HQEwD","Week 5","hgIkb","@beccagreen93 it was amahazing!! oo it really was, but now my throat reaally hurts and i have to revise for chemistry retake tomrrow "
"HQEwD","Week 4",NA,"@mqpasta sry 4 the late response dude. thx 4 the second link. It worked 4 a few mins &amp; then was disabled  I was supporting UK "
"okrpy","Week 1",NA,"Ooh, it's June! May was worst Adsense month in many years. Like $300 versus $3000+ a month last year. I might have to WORK soon! "
"HQEwD","Week 1","HQEwD","@Phoebe1_ Axx auth thn aporia thn eixa ki egw s auto to epeisodio... Ma htan anagkh????? Dn tous hthele paidi mou katholou h tyxh...  "
"YeSmh","Week 3",NA,"Can't sleep. Times like these I wish mum got me sleeping pills "
"3P9qG","Week 4",NA,"I think my show idea has gone to ***  @casecarr Well that sucks. Why?"
"ncidF","Week 1",NA,"so many haters tonight and no new subs  What am I doing wrong?"
"okrpy","Week 1",NA,"@xTaylorJonasx wow... Sorry I kinda made your day suckish "
"GN1BY","Week 5",NA,"My stuff is missing in my OWN room! Who could have done that~ Pls return it to me...Pls~ "
"okrpy","Week 2",NA,"@kidkierain haha yeah he does, but im lucked out atm "
"hhTDd","Week 2",NA,"Damn vet bill was almost 300 bucks. And they aren't done yet.  "
"ncidF","Week 1",NA,"hmmm i think ill be failing these uni exams... "
"oP3fu","Week 6",NA,"@PrincessSuperC damn cici both ur teams lost u ok princess...dont cry   lol there's alwayz next year!!!!"
"YMTdr","Week 1",NA,"Damn I'm not kidding my lower back hurts! No one here to rub it! I'll settle for tylenol!  "
"M5dmg","Week 2",NA,"wants a milestone in her career life.  I need a career, not just a job. http://plurk.com/p/uk6x6"
"YeSmh","Week 1",NA,"Just got off work. Got tomorrow off. Probably going to bed soon. The boyfriend is working tonight so nothing to do "
"PInol","Week 2",NA,"I think I have reverse tourettes. People keep swearing at me "
"PInol","Week 3",NA,"home from the club... i had a blast! but my head is killin me  i HATE ciggarette smoke!"
"HQEwD","Week 4",NA,"is leaving for town in a few minutes to say bai-bai to his GF, sad occasion I feel,  Oh well, will see her in just under 2 mths. *cries*.."
"M5dmg","Week 1",NA,"@rulesaremyenemy aww  we saw some guys attempt to flip a car, which was effin hilarious 'cause there was 20 of them &amp; they couldn't manage"
"yJbRW","Week 4",NA,"theres no electricity.....  i think its the whole block...."
"HQEwD","Week 2",NA,"No markets today, forcasted rain and no one wants soggy cupcakes "
"Qztmg","Week 5","zEUg8","@patpreezy if i send u another unanswered IM ima cry yo "
"HQEwD","Week 1","Obd8K","@jenboaDUH I wish I had some chamomile tea but I don't "
"oP3fu","Week 1",NA,"why is the dragster always shutdown when i go to Cedar Point? "
"ZqgdN","Week 5",NA,"Wow no one loves me  @stuntmann88"
"oP3fu","Week 1",NA,"i hate never having anything to do!!!! "
"YeSmh","Week 3",NA,"I really feel like an invisible child right now......... "
"ncidF","Week 1",NA,"still having the flare up from hell right now because of my crohn's. ugh and i have to work today  (via @leslie_wilson)"
"okrpy","Week 1","ZqgdN","Just  saw emily rose and im so scared i was hugging my cousin like a sissy girl "
"oP3fu","Week 1","RjjgC","Only been awake a little while. Lots to do! We head back to TN on saturday.  "
"YMTdr","Week 4",NA,"Insomnia kicked in again. 5:30 am. Ick "
"Qztmg","Week 4","y3OIB","@okgo i went to BR for the sole purpose of getting your new song, but they didn't have anymore cards!   so heartbroken!"
"ncidF","Week 6",NA,"exhausted. i think my phone may be broken "
"Ccnpg","Week 2",NA,"@CassieFX well he's constantly sick and I worry he might be doing permanent damage "
"Ccnpg","Week 5",NA,"@spiderweb55 How many times have we had the gross James and Susan/Daisy discussion?I'm goin to flood you with Jammy vids if you dont stop "
"YMTdr","Week 1",NA,"@UnseeingEyes i agree twitter is FAB ...hope something doesn't change that; now my fb ppl are reaching out 2 ...hardly fo 2 ms! "
"3P9qG","Week 4",NA,"I want to go to the airport to see AT cause I won't see him for 2 years unless I visit Tanzania. Which I may need to start saving up for "
"hgIkb","Week 2",NA,"At the domain doin chem at starbuck "
"ZqgdN","Week 1",NA,"I just can't get it up (8) :L Lol. on nation radio wales  Upset!"
"oP3fu","Week 5",NA,"It rained alot last night and i left my window open. Unfortunetly for me I left a dvd on my window ledge. Hope it still works "
"GN1BY","Week 2",NA,"Why do movies on demand on TV always have to be fullscreen.. "
"JghbQ","Week 2",NA," now I have only 39 followers"
"sBhUF","Week 4","hgIkb","@babygirlparis ur so Cute and Sexy! I´ve hope to see u in Monaco but u wasnt there  ^^"
"Qztmg","Week 3","hhTDd","Guh, my ear hurts, my throat hurts, it's hot, and I missed part of the new SNL.  Darn it."
"oP3fu","Week 4",NA,"@FallingRainx everyone hates me  hahahahaha!!!!!!!!  well.. R's exams are not done yet too :d . but she's free from school til they co ..."
"y1Qz7","Week 5","cN1ar","It seems like the spam in my direct messages has really grown lately... "
"YMTdr","Week 2",NA,"@selenagomez elly i`m begging you. please replay to me. you`ll make my day. please please  i love you sooooooo much!!!!!!!"
"Qztmg","Week 2",NA,"I wish I wasn't broke(ish) this summer. I want to go somewhere, maybe vegas or new york, anywhere, just get out of Cali for a little "
"LJnZv","Week 3",NA,"Did anyone watch *** kill that fly??? If not, go to youtube. Its HILARIOUS!!! Poor fly... "
"JghbQ","Week 3","ohDFC","@spanito i know i miss them tooo  i wanna go swimming,  im dieing of heat stroke"
"HQEwD","Week 5",NA,"Lost/stolen suitcase yeasterday on the airport. No valuables but my hiking boots and more  Leaving today hope only for good now ;-)"
"sBhUF","Week 1",NA,"@TrixyFirecrackr  Im sooo sorry J.. Thinking of you. &lt;3"
"YMTdr","Week 4",NA,"it's very boring today...  we just had to answer questions about our school..."
"SYIdt","Week 4","okrpy","Thats 70's show. Im not a boy "
"3P9qG","Week 6",NA,"@LauraRepetti  i don't wanna go tomorrow. at least i have two good subjects... well, three since i don't do anything in Japanese. haha."
"jC4XQ","Week 5",NA,"life just aint going my way at the moment "
"yJbRW","Week 2",NA,"Its over "
"GN1BY","Week 5",NA,"I can't believe I missed Karen O at the Riff Raff this week "
"3P9qG","Week 3","hgIkb","@Papapishu i had only a vague urge and no concrete plans. tonight i hafta write an editorial "
"jC4XQ","Week 5",NA,"@siansburys not so much.  i might have a nap"
"ZqgdN","Week 3",NA,"Not gonna get to see Classic Delusion tonight on the lakeside "
"GN1BY","Week 3","M5dmg","Makn food. Out of onions! "
"YeSmh","Week 4","Ccnpg","BOOO ON THE HUSH SOUND BREAKUP  listening to like vines all day"
"LJnZv","Week 2","y3OIB","So diappointed Dr. Tea's my favorite hideaway is closed. It had a beautiful serene zen garden "
"PInol","Week 3","y3OIB","t�dio   if u seek amy..."
"Ccnpg","Week 4",NA,"@serena_eliza ohhhh that makes sense then. 8D and i need to reread the lotr trilogy, i lost the three books a long time ago and i'm sad. "
"YMTdr","Week 6","okrpy","back to school  NNNNNNOOOOOOOOOO!!!!!!!"
"Ccnpg","Week 5","ncidF","i wish i read minds, i wish i new wut she thinks "
"HQEwD","Week 1","jC4XQ","getting ready to drop them off at the airport "
"okrpy","Week 5","PInol","@Unlabeled wow thats insane. i wish i was there.. watching it as tv isn't the same "
"Qztmg","Week 5","3P9qG","Geezzzz, Hummer going to the Chinese, what's next on the list, the Vette??? GM, you suck! I'm a F..F...Fo...Ford man now!!  #fb"
"jC4XQ","Week 1","RjjgC","@msninacat    stare at candace for a bit. I'm sure she'll do something that will distract you. "
"GN1BY","Week 3",NA,"just played video games with my brother and he beats me every time "
"yJbRW","Week 1",NA," ! no more sports watchin for me til basketball is back...UGHHH i hate it @prjshaun"
"oP3fu","Week 5",NA,"Went from having an enjoyable day to feeling like total crap in a mere 2 hours.   ...*sigh*..o well, such is life...and life's a bles ..."
"sBhUF","Week 4",NA,"I hear robert pattinson is not going to be on red carpet 2day.   (via @marcmalkin) @Twilight_info"
"HQEwD","Week 3",NA,"Magnos making me a frozen dinner... Why am I ssuchh a fatty?! "
"y3OIB","Week 3",NA,"I was about to move to phoenix because of that  @pauval"
"oP3fu","Week 6",NA,"gettin ready to rain..what's new??? freaking rain go away!!!! wanna b in my bed with my hunny "
"oP3fu","Week 1","oP3fu","@lu_baase: i wish you were too "
"YeSmh","Week 3",NA,"Hi guys, now finally i  in bed- im home and hope u all got my last asylum post?. Im here. Thinking, misha *sigh* sniff, i need a hug "
"GN1BY","Week 1",NA,"Sittin at home about to watch tv and hang out w my hubby...wish my mom and Ed weren't on their way here "
"ZqgdN","Week 1",NA,"@tommcfly I am speechless and forgive me for the mistakes in english, I'm a brazilian fan "
"Ccnpg","Week 2",NA,"Car is nicely on the blink this morning. ABS kicking in every 5 seconds, might cost a fair bit to get fixed "
"ncidF","Week 2",NA,"has to wait a WEEK to find out if her writing is any good  sux!"
"hgIkb","Week 3","zEUg8","im so fat wanna loose wait i wanna be 100 lb "
"cN1ar","Week 5","YeSmh","@cavorting the mild panic that started @ midday is starting to subside but its made me feel a bit wierd/wired &amp; crave food/drink/fags "
"jC4XQ","Week 1",NA,"It was because style['z-index']  With style.zIndex the z-sorting now works on Firefox 3.5 &amp; Opera. http://bit.ly/jcU9F http://bit.ly/s9gAG"
"oP3fu","Week 3",NA,"@Industry_COG whaaaaaaa! "
"jC4XQ","Week 6",NA,"@xBeckah what's up? "
"YeSmh","Week 3",NA,"@thresholdrpg That just made me die a little inside "
"GN1BY","Week 3","yJbRW","@bellss ; i wish i didn't have to go either  &lt;3"
"cN1ar","Week 3",NA,"I am so depressed right now. I was NOT expecting that news. "
"cN1ar","Week 3","yJbRW","First day of classes...hate being up early "
"GN1BY","Week 3",NA,"wow its follow friday and i havent tweeted... Fail. And nobody has followed me today  dble fail. *suicide*"
"jC4XQ","Week 4",NA,"So sick... Probably shouldn't have gone to work. My body hates me "
"JghbQ","Week 5",NA,"No one is receiving my tweets "
"Ccnpg","Week 5",NA,"@Jaderrade If you were serious, then yeah! But you need to stop flaking on me. "
"ohDFC","Week 4",NA,"Wsup tonight? Nothing is crackin. Wasting a Thursday of summer "
"zEUg8","Week 6",NA,"@joelmonte If we open the blinds then people can't see their screens  Windows are open."
"Ccnpg","Week 5",NA,"@LivCanRawr  french fries sound delicious "
"SYIdt","Week 2","GN1BY","@Felienne You better start on the beer now. They stop serving before midnight over here "
"zEUg8","Week 2",NA,"this photo makes me sad now... http://bit.ly/ISLfo  "
"mhN2G","Week 5",NA,"Mediocre #thunderstorm rolling through South West of #Poughkeepsie. I'm told this morning's which I mostly slept thru  was a classic "
